,name_numbers,author,holding,lawyers_judge
Wilton Industries Inc v US,"['Wilton Industries, Inc. v. U.S., 741 F.3d 1263 (2013)']",[],"[':] The Court of Appeals, Lourie, Circuit Judge, held that correct tariff classification for decorative paper punches\nwas under heading for “perforating punches.”\n\nAffirmed.\n\n']","[""\n\n*1264  Maria E. Celis, Neville Peterson LLP, of New York, NY, argued for plaintiff-appellant. With her on the brief\nwere John M. Peterson and Richard F. O'Neill.\n\nBeverly  A.  Farrell,  Attorney,  Commercial  Litigation  Branch,  Civil  Division,  United  States  Department  of  Justice,\nof  New  York,  NY,  argued  for  defendant-appellee.  With  her  on  the  brief  were  Stuart  F.  Delery,  Acting  Assistant\nAttorney General, and Jeanne E. Davidson, Director, of Washington, DC, and Barbara S. Williams, Attorney in Charge,\nInternational Trade Field Office, of New York, NY.\n\nBefore LOURIE, PROST, and TARANTO, Circuit Judges.\n\n""]"
Icon Health and Fitness Inc v Strava Inc,"['Icon Health and Fitness, Inc. v. Strava, Inc., 849 F.3d 1034 (2017)']","[' Wallach, Circuit']","[""s: The Court of Appeals, Wallach, Circuit Judge, held that:\n\n[1] Court of Appeals would consider challenger's arguments regarding patent examiner's purported reliance on expert's\ndeclarations during review of patent;\n\n[2] PTAB's decision affirming patent examiner's obviousness rejection of claims reciting cradle that included electrical\ncontacts was not supported by substantial evidence;\n\n[3] PTAB's decision affirming patent examiner's obviousness rejection of claim reciting cradle that included infrared (IR)\ninterface was supported by substantial evidence; and\n\n[4] PTAB's decision affirming patent examiner's obviousness rejection of claims reciting portable first computing device\nwas supported by substantial evidence.\n\nAffirmed in part, vacated in part, and remanded.\n\nO'Malley, Circuit Judge, filed an opinion concurring in part and dissenting in part.\n\n""]","[""\n\nLARRY R. LAYCOCK, Maschoff Brennan Laycock Gilmore Israelsen & Wright, Salt Lake City, UT, argued for\nappellant. Also represented by JOHN T. GADD; MARK W. FORD, ROBERT PARRISH FREEMAN, JR., Park\nCity, UT.\n\nGLENN E. FORBIS, Harness, Dickey & Pierce, PLC, Troy, MI, argued for appellees. Also represented by MATTHEW\nL. CUTLER, DOUGLAS ALAN ROBINSON, St. Louis, MO.\n\nBefore O'Malley, Reyna, and Wallach, Circuit Judges.\n\n""]"
Intellect Wireless Inc v HTC Corp,"['Intellect Wireless, Inc. v. HTC Corp., 732 F.3d 1339 (2013)']","[' Moore, Circuit']","[""s: The Court of Appeals, Moore, Circuit Judge, held that:\n\n[1] falsehoods in inventor's original declaration supported a finding of materiality on inequitable conduct claim, and\n\n[2] district court did not clearly err in concluding inventor's conduct satisfied the intent element of inequitable conduct\nclaim.\n\nAffirmed.\n\n""]","[""\n\n*1341  Meredith Martin Addy, Steptoe & Johnson LLP, of Chicago, IL, argued for plaintiff-appellant. With her on\nthe brief was Amanda K. Streff. Of counsel on the brief were Raymond P. Niro and Paul K. Vickrey, Niro, Haller &\nNiro, of Chicago, IL.\n\nStephen S. Korniczky, Sheppard Mullin Richter & Hampton, LLP, of San Diego, CA, argued for defendants-appellees.\nWith him on the brief were Martin R. Bader and Matthew M. Mueller. Of counsel on the brief were Nagendra Setty and\nGeorge Kanabe, of San Francisco, CA. Of counsel was Graham Marc Buccigross, of San Diego, CA.\n\nBefore PROST, MOORE, and O'MALLEY, Circuit Judges.\n\n""]"
Eli Lilly and Company v Los Angeles Biomedical Research Institute at Harbo,"['Eli Lilly and Company v. Los Angeles Biomedical Research..., 849 F.3d 1073 (2017)']",[],"[':] The Court of Appeals, Bryson, Circuit Judge, held that patent was not anticipated by prior art reference which\ndiscussed studies on use of PDE5 inhibitors to treat erectile dysfunction.\n\nAffirmed.\n\n']","['\n\nMark J. Feldstein, Finnegan, Henderson, Farabow, Garrett & Dunner, LLP, Washington, DC, argued for appellant.\nAlso  represented  by  Joshua  Goldberg,  Yieyie  Yang;  Charles  E.  Lipsey,  Reston,  VA;  Mark  Stewart,  Eli  Lilly  and\nCompany, Indianapolis, IN.\n\nEwa M. Davison, Fenwick & West LLP, Seattle, WA, argued for appellee. Also represented by David Keith Tellekson,\nElizabeth B. Hagan; Virginia Kay DeMarchi, Amy Hayden, Mountain View, CA.\n\nBefore Newman, Bryson, and Moore, Circuit Judges.\n\n']"
Accent Packaging Inc v Leggett And Platt Inc,"['Accent Packaging, Inc. v. Leggett & Platt, Inc., 707 F.3d 1318 (2013)']","[' Prost, Circuit']","['s: The Court of Appeals, Prost, Circuit Judge, held that:\n\n[1] elongated operator body could be operably coupled to one or more operator elements;\n\n[2] use of screws did not, by itself, evidence instruction or intention that accused product be altered or dissembled in\nany way prior to operation;\n\n[3] assignee was not entitled to additional discovery prior to summary judgment; and\n\n[4] specifications and tolerances of patented baling device were not trade secrets.\n\nAffirmed in part, reversed in part, and remanded.\n\n']","['\n\n*1320  Keith Jaasma, Patterson & Sheridan, LLP, of Houston, TX, argued for plaintiff-appellant.\n\nBart A. Starr, Shook, Hardy, & Bacon, L.L.P., Kansas City, MO, argued for defendant-appellee. With him on the brief\nwere Christine A. Guastello, Robert C. Reckers and Jonathan N. Zerger.\n\nBefore RADER, Chief Judge, PROST and REYNA, Circuit Judges.\n\n']"
Perfect Surgical Techniques Inc v Olympus America Inc,"['Perfect Surgical Techniques, Inc. v. Olympus America, Inc., 841 F.3d 1004 (2016)']","[' Moore, Circuit']","[""s: The Court of Appeals, Moore, Circuit Judge, held that:\n\n[1] any error in accepting competitor's submission of Japanese patent as prior art was harmless;\n\n[2] remand was required to allow Board to consider whether evidence, considered as a whole and under a rule of reason,\ncollectively corroborated inventor's testimony that he worked reasonably continuously to reduce to practice; and\n\n[3] patent term “perforated” was not coextensive with or the same as “passages.”\n\nVacated and remanded.\n\n""]","[""\n\nROBERT E. FREITAS, Freitas Angell & Weinberg LLP, Redwood City, CA, argued for appellant. Also represented\nby DANIEL J. WEINBERG, JOSHUA YOUNG.\n\nDEBORAH  E.  FISHMAN,  Kaye  Scholer  LLP,  Palo  Alto,  CA,  argued  for  appellees.  Also  represented  by  KATIE\nJEANNINE LEWIS SCOTT, MARISA ARMANINO WILLIAMS.\n\nBefore Moore, Schall, and O'Malley, Circuit Judges.\n\n""]"
Novartis AG v Lee,"['Novartis AG v. Lee, 740 F.3d 593 (2014)']","[' Taranto, Circuit']","[""s: The Court of Appeals, Taranto, Circuit Judge, held that:\n\n[1] statute governing challenges to PTA determinations applies to final adjustment announced at issuance;\n\n[2] patent owner was not entitled to equitable tolling of statute of limitations for challenges to PTA determinations;\n\n[3]  time  spent  in  a  continued  examination  does  not  deplete  PTO's  three-year  statutory  allotment  for  application\nprocessing; and\n\n[4] time after allowance of patent owner's request for continued examination counted toward depletion of PTO's three-\nyear statutory allotment for application processing.\n\nAffirmed in part, reversed in part, and remanded.\n\n""]","['\n\n*595  Scott S. Christie, McCarter & English, LLP, of Newark, New Jersey, argued for plaintiffs-appellants. With him\non the brief was Mark H. Anania.\n\nDivision, United States Department of Justice, of Washington, DC, argued for defendant-cross appellant. With her on\nthe brief were Stuart F. Delery, Acting Assistant Attorney General, and Ronald C. Machen, Jr., United States Attorney.\nOf counsel on the brief were Bernard J. Knight, Jr., General Counsel, Nathan K. Kelley, Deputy Solicitor, and Brian T.\nRacilla and Joseph G. Piccolo, Associate Solicitors, United States Patent and Trademark Office, of Alexandria, VA.\n\nDavid P. Frazier and Jennifer A. Johnson, Finnegan, Henderson, Farabow, Garrett & Dunner, LLP, of Washington,\nDC, for amicus curiae AbbVie Biotherapeutics Inc.\n\nBefore NEWMAN, DYK, and TARANTO, Circuit Judges.\n\n']"
Nantkwest Inc v Matal,"['Nantkwest, Inc. v. Matal, 860 F.3d 1352 (2017)']",[],"["":] In a manner of first impression, the Court of Appeals, Prost, Chief Judge, held that statute permitting USPTO\nto recover “all expenses of the proceedings” from patent applicant's appeal of an adverse decision includes the pro-rata\nshare of the attorneys' fees the USPTO incurred to defend applicant's appeal.\n\nReversed and remanded.\n\nStoll, Circuit Judge, filed a dissenting opinion.\n\n""]","['\n\nALAN  J.  HEINRICH,  Irell  &  Manella  LLP,  Los  Angeles,  CA,  argued  for  plaintiff-appellee.  Also  represented  by\nMORGAN CHU, LAUREN NICOLE DRAKE, GARY N. FRISCHLING; SANDRA HABERNY, Newport Beach,\nCA.\n\nJAYNIE  RANDALL  LILLEY,  Appellate  Staff,  Civil  Division,  United  States  Department  of  Justice,  Washington,\nDC, argued for defendant-appellant. Also represented by MARK R. FREEMAN, DANA J. BOENTE, BENJAMIN\nC.  MIZER;  NATHAN  K.  KELLEY,  THOMAS  W.  KRAUSE,  SCOTT  C.  WEIDENFELLER,  THOMAS  L.\nCASAGRANDE, Office of the Solicitor, United States Patent and Trademark Office, Alexandria, VA.\n\nMARK N. MUTTERPERL, Zeisler PLLC, New York, NY, for amicus curiae International Trademark Association.\n\nBefore Prost, Chief Judge, Dyk and Stoll, Circuit Judges.\n\n']"
Voter Verified Inc v Premier Election Solutions Inc,"['Voter Verified, Inc. v. Premier Election Solutions, Inc., 698 F.3d 1374 (2012)']","[' Lourie, Circuit']","['s: The Court of Appeals, Lourie, Circuit Judge, held that:\n\n[1] article obtained from online periodical qualified as prior art printed publication;\n\n[2] article rendered patent claim obvious;\n\n[3] patent claims describing self–verifying voting system were not infringed; and\n\n[4] competitors did not exercise requisite control over voters to support direct infringement claim.\n\nAffirmed.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n1\n\n\x0cVoter Verified, Inc. v. Premier Election Solutions, Inc., 698 F.3d 1374 (2012)\n104 U.S.P.Q.2d 1553\n\n']","['\n\n*1376  Anthony I. Provitola, Attorney at Law, DeLand, FL, argued for plaintiff-appellant.\n\n*1377  Robert M. Evans, Jr., Senniger Powers LLP, of St. Louis, MO, argued for defendants-cross appellants and\ndefendant-appellee. With him on the brief were Marc W. Vander Tuig, and Sara Weilert Gillette.\n\nBefore LOURIE, REYNA, and WALLACH, Circuit Judges.\n\n']"
Dongtai Peak Honey Industry Co Ltd v US,"['Dongtai Peak Honey Industry Co., Ltd. v. U.S., 777 F.3d 1343 (2015)']","[' Wallach, Circuit']","[""s: The Court of Appeals, Wallach, Circuit Judge, held that:\n\n[1] Commerce reasonably exercised its discretion in rejecting untimely request and enforcing applicable deadline;\n\n[2] Commerce reasonably determined that importer was subject to China-wide antidumping duty rate, rather than eligible\nfor separate rate;\n\n[3] Commerce reasonably determined that importer did not cooperate to best of its ability with its request for information;\nand\n\n[4]  Commerce's  selected  adverse  facts  available  (AFA)  antidumping  rate,  based  on  secondary  information,  was\nreasonable.\n\nAffirmed.\n\n""]","['\n\n*1346  Yingchao Xiao, Lee & Xiao, of San Marino, CA, for plaintiff-appellant. With her on the brief was Douglas\nCampau.\n\nJane C. Dempsey, Trial Attorney, Commercial Litigation Branch, Civil Division, United States Department of Justice, of\nWashington, DC, for defendant-appellee United States. With her on the brief were Stuart F. Delery, Assistant Attorney\nGeneral, Jeanne E. Davidson, Director, and Reginald T. Blades, Jr., Assistant Director.\n\nMichael  J.  Coursey,  Kelley  Drye  &  Warren  LLP,  of  Washington,  DC,  for  defendants-appellees  American  Honey\nProducers Association and the Sioux Honey Association. With him on the brief were R. Alan Luberda and Benjamin\nBlase Caryl.\n\nBefore WALLACH, TARANTO, and CHEN, Circuit Judges.\n\n']"
Abbott Laboratories v Cordis Corp,"['Abbott Laboratories v. Cordis Corp., 710 F.3d 1318 (2013)']","[' Dyk, Circuit']","['s: The Court of Appeals, Dyk, Circuit Judge, held that: as matter of first impression,\n\n[1] district courts may issue subpoenas only in patent proceedings for which the Patent and Trademark Office (PTO) has\nauthorized parties to present evidence by means of depositions;\n\n[2]  inter  partes  patent  reexamination  proceedings  are  not  “contested  cases”  within  meaning  of  statute  authorizing  a\ndistrict court to issue subpoenas duces tecum; and\n\n[3] excluding compulsory production of testimony in inter partes patent reexamination proceedings did not raise serious\ndue process concerns.\n\nAffirmed.\n\n']","['\n\n*1319  Michael A. Morin, Finnegan, Henderson, Farabow, Garrett & Dunner, L.L.P., of Washington, DC, argued\nfor movant-appellee. With him on the brief was Andrew J. Vance. Of counsel on the brief were Jeffrey A. Lamken and\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n2\n\n\x0cAbbott Laboratories v. Cordis Corp., 710 F.3d 1318 (2013)\n106 U.S.P.Q.2d 1227\n\nRobert K. Kry, Molo Lamken LLP, of Washington, DC. Of counsel was Corinne Lee Miller, Finnegan, Henderson,\nFarabow, Garrett & Dunner, L.L.P., of Washington, DC.\n\nJoseph Lucci, Woodcock Washburn LLP, of Philadelphia, PA, argued for the respondent-appellant. With him on the\nbrief was John F. Murphy. Of counsel on the brief was John F. Duffy, Fried, Frank, Harris, Shriver & Jacobson LLP,\nof Washington, DC. Of counsel was Eugene N. Hansen.\n\nSamantha L. Chaifetz, Attorney, Civil Division, United States Department of Justice, of Washington, DC, for Amicus\nCuriae. With her on the brief were Stuart F. Delery, Acting Assistant Attorney General, Scott R. McIntosh and Mark R.\nFreeman, Attorneys. Of counsel on the brief were Bernard J. Knight, Jr., General Counsel, Raymond T. Chen, Solicitor\nand Deputy General Counsel, Thomas W. Krause and Farheena Y. Rasheed, Associate Solicitors, United States Patent\nand Trademark Office, of Alexandria, VA.\n\nBefore RADER, Chief Judge, DYK, and REYNA, Circuit Judges.\n\n']"
US v Nitek Electronics Inc,"['U.S. v. Nitek Electronics, Inc., 806 F.3d 1376 (2015)']",[],"[':] The Court of Appeals, Clevenger, Circuit Judge, held that government failed to exhaust its administrative\nremedies with respect to negligence claim.\n\nAffirmed.\n\n']","[""\n\n*1377   Stephen  Carl  Tosini,  Commercial  Litigation  Branch,  Civil  Division,  United  States  Department  of  Justice,\nWashington, DC, argued for appellant. Also represented by Jeanne E. Davidson, Patricia M. McCarthy, Benjamin C.\nMizer; Eric Paul Delmar, Office of the Assistant Chief Counsel, United States Customs and Border Protection, El Paso,\nTX.\n\nRobert Clifton Burns, Bryan Cave LLP, Washington, DC, argued for appellee. Also represented by Michael Zara, Santa\nMonica, CA.\n\nBefore NEWMAN, CLEVENGER, and O'MALLEY, Circuit Judges.\n\n""]"
Ashley Furniture Industries Inc v US,"['Ashley Furniture Industries, Inc. v. U.S., 734 F.3d 1306 (2013)']",[],"[':] The Court of Appeals, Moore, Circuit Judge, held that producers did not qualify for funds collected as part\nof antidumping duty order.\n\nAffirmed.\n\nClevenger, Circuit Judge, filed a dissenting opinion.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n1\n\n\x0cAshley Furniture Industries, Inc. v. U.S., 734 F.3d 1306 (2013)\n35 ITRD 1733\n\n']","['\n\n*1307  Kevin Russell, Goldstein & Russell, P.C., of Washington, DC, argued for plaintiff-appellant Ashley Furniture\nIndustries, Inc., et al. in appeal no.2012–1196. With him on the brief were Kristin H. Mowry, Jeffrey S. Grimson, Jill A.\nCramer, Susan Lehman Brooks and Sarah M. Wyss, Mowry & Grimson, PLLC, of Washington, DC.\n\nFranklin E. White, Jr., Assistant Director, Commercial Litigation Branch, Civil Division, United States Department of\nJustice, of Washington, DC, argued for defendant-appellee United States. With him on the brief were Stuart F. Delery,\nActing Assistant Attorney General, Jeanne E. Davidson, Director, and Jessica R. Toplin, Trial Attorney. Of counsel\nwere Courtney Sheehan McNamara, Trail Attorney.\n\nPatrick  V.  Gallagher,  Jr.,  Attorney,  Office  of  General  Counsel,  United  States  International  Trade  Commission,  of\nWashington, DC, argued of defendant-appellee United States International Trade Commission. With him on the brief\nwere Dominic L. Bianchi, Acting General Counsel, Neal J. Reynolds, Assistant General Counsel for Litigation.\n\nAshley C. Parrish, King & Spalding LLP, of Washington, DC, argued for defendants-appellees American Furniture\nManufacturers Committee for Legal Trade, et al. With her on the brief were Joseph W. Dorn and Jeffrey M. Telep. Of\ncounsel on the brief was Richard H. Fallon, of Cambridge, Massachusetts.\n\nHerbert C. Shelley, Steptoe & Johnson, LP, of Washington DC for amici curiae, SKF USA, Inc., et al. With him on the\nbrief was Michael T. Gershberg. Of counsel on the brief were John M. Gurley, Nancy A. Noonan and Diana Dimitriuc–\nQuaia, Arent Fox LLP, of Washington DC.\n\nDavid W. Debruin, Jenner & Block, LLP, of Washington, DC, for amicus curiae Furniture Brands International, et al.\nWith him on the brief was Matthew E. Price.\n\nTerence P. Stewart, Stewart and Stewart of Washington, DC, for amici curiae Timken Company, et al. With him on\nthe brief were Geert De Prest and Patrick J. McDonough. Of counsel on the brief were Roy T. Englert, Jr., Robbins,\nRussell, Englert, Orseck, Untereiner & Sauber LLP, of Washington, DC.\n\n © 2018 Thomson Reuters. No claim to original U.S. Government Works.\n\n2\n\n\x0cAshley Furniture Industries, Inc. v. U.S., 734 F.3d 1306 (2013)\n35 ITRD 1733\n\nChristopher T. Handman, Hogan Lovells U.S. LLP, of Washington, DC, argued for plaintiffs-appellants Ethan Allen\nGlobal, Inc., et al., in appeal no.2012–1200. With him on the brief were Craig A. Lewis and Jonathan T. Stoel.\n\nFranklin  E.  White,  Jr.,  Assistant  Director,  Commercial  Litigation  Branch,  Civil  *1308   Division,  United  States\nDepartment of Justice, of Washington, DC, argued for defendant-appellee United States, et al. With him on the brief\nwere STUART F. DELERY, Acting Assistant Attorney General, Jeanne E. Davidson, Director, and Jessica R. Toplin,\nTrial Attorney. Of counsel was Courtney Sheehan McNamara, Trial Attorney.\n\nPatrick  V.  Gallagher,  Jr.,  Attorney,  Office  of  General  Counsel,  United  States  International  Trade  Commission,  of\nWashington, DC, argued for defendant-appellee International Trade Commission. With him on the brief were Dominic\nL.  Bianchi,  Acting  General  Counsel,  Neal  J.  Reynolds,  Assistant  General  Counsel  for  Litigation,  and  Geoffrey  S.\nCarlson, Attorney.\n\nAshley C. Parrish, King & Spalding, LLP, of Washington, DC, argued for defendants-appellees Kincaid Furniture Co.,\nInc., et al. With her on the brief were Joseph W. Dorn and Jeffrey M. Telep. Of counsel on the brief was Richard H.\nFallon, of Cambridge, Massachusetts.\n\nHerbert C. Shelley, Steptoe & Johnson, LP, of Washington, DC, for amici curiae SKF USA, Inc., et al. With him on the\nbrief was Michael T. Gershberg. Of counsel on the brief were John M. Gurley, Nancy A. Noonan and Diana Dimitriuc–\nQuaia, Arent Fox, LLP, of Washington, DC.\n\nDavid W. Debruin, Jenner & Block, LLP, of Washington, DC, for amicus curiae Furniture Brands International, Inc.,\net al. With him on the brief was Matthew E. Price.\n\nTerence P. Stewart, Stewart and Stewart of Washington, DC, for amici curiae Timken Company, et al. With him on the\nbrief were Geert De Prest and Patrick J. McDonough. Of counsel on the brief were Roy Englert, Jr., Robbins, Russell,\nEnglert, Orseck, Untereiner and Sauber, LLP, of Washington, DC.\n\nBefore PROST, CLEVENGER, and MOORE, Circuit Judges.\n\n']"
